,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,gm,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
12,10,exp_96,1.0,0.6552500000689179,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.5,1.0,0.0,TwoStageBetween,0.7419,0.2253,0,1.0724
13,10,exp_3,1.0,0.33164500002749264,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.4,0.0,0.0,TwoStageBetween,0.7242,0.2018,1,0.8898
14,10,exp_37,1.0,0.4509550000075251,0.7,0.4,0.2,0.79,1.0,0.32,0.6,0.0,0.0,TwoStageBetween,0.6803,0.1543,0,0.1534
15,10,exp_67,0.0,0.3494449999416247,0.51,0.6,0.42000000000000004,0.72,1.0,0.52,0.4,0.0,1.0,TwoStageBetween,0.8094,0.3699,1,2.4241
16,10,exp_99,1.0,0.47578999993857,0.38,0.6,0.49000000000000005,0.58,1.0,0.6900000000000001,0.4,0.0,0.0,TwoStageBetween,0.7693,0.2696,0,1.2264
17,10,catch_3,1.0,0.6552900000242516,0.38,0.5,0.58,0.19,1.0,0.6799999999999999,0.5,1.0,0.0,TwoStageBetween,0.7645,0.261,0,0.6143
18,10,exp_107,0.0,0.8653049999848008,0.4,0.6,0.21000000000000002,0.78,1.0,0.3,0.4,0.0,1.0,TwoStageBetween,0.7715,0.2737,0,0.3966
19,10,exp_42,1.0,0.4346450000302866,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,0.0,0.0,TwoStageBetween,0.329,0.0064,0,0.3084
20,10,exp_98,1.0,0.666069999919273,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.5,0.0,0.0,TwoStageBetween,0.7419,0.2253,0,0.4735
21,10,exp_25,1.0,0.5469649999868125,0.17,0.6,0.2,0.3,1.0,0.3,0.4,1.0,0.0,TwoStageBetween,0.6996,0.1736,0,0.2639
22,10,exp_26,1.0,0.42131000000517815,0.17,0.5,0.2,0.3,0.0,0.3,0.5,0.0,0.0,TwoStageBetween,0.7162,0.1921,0,0.2396
23,10,exp_53,1.0,0.6807999999728054,0.32,0.4,0.6900000000000001,0.49,1.0,0.82,0.6,0.0,0.0,TwoStageBetween,0.8164,0.3995,0,0.9842
24,10,exp_47,1.0,0.5864049999509007,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.6,1.0,0.0,TwoStageBetween,0.3075,0.0044,0,0.395
25,10,catch_4,1.0,0.6239350000396371,0.31,0.5,0.4,0.19,0.0,0.73,0.5,1.0,0.0,TwoStageBetween,0.569,0.0755,0,0.1578
26,10,exp_108,1.0,0.5008900000248103,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.5,0.0,0.0,TwoStageBetween,0.7439,0.2281,0,0.164
27,10,exp_101,1.0,0.4931299999589101,0.38,0.4,0.49000000000000005,0.58,1.0,0.6900000000000001,0.6,0.0,0.0,TwoStageBetween,0.7578,0.2496,0,0.2148
28,10,exp_60,1.0,0.5118449999717997,0.21,0.5,0.18,0.41,0.0,0.62,0.5,0.0,0.0,TwoStageBetween,0.3861,0.0144,0,0.3186
29,10,exp_80,1.0,1.0173449999419972,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.5,1.0,0.0,TwoStageBetween,0.3734,0.0123,0,0.3457
30,10,exp_10,1.0,0.7569249999942258,0.29,0.5,0.18,0.7,0.0,0.5,0.5,0.0,0.0,TwoStageBetween,0.4491,0.0285,0,0.4109
31,10,exp_43,1.0,0.5942599999252707,0.48,0.6,0.16999999999999996,0.81,1.0,0.79,0.4,0.0,0.0,TwoStageBetween,0.3534,0.0093,0,0.1471
32,10,exp_78,1.0,0.2536349999718368,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.5,1.0,0.0,TwoStageBetween,0.6794,0.1535,0,0.7497
33,10,exp_27,1.0,1.0234899999340996,0.17,0.6,0.2,0.3,1.0,0.3,0.4,0.0,0.0,TwoStageBetween,0.7476,0.2336,0,0.5226
34,10,exp_46,1.0,0.5613700000103563,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,1.0,0.0,TwoStageBetween,0.329,0.0064,0,0.1825
35,10,exp_18,1.0,0.33328500005882233,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.5,0.0,0.0,TwoStageBetween,0.5828,0.083,0,1.6724
36,10,exp_84,1.0,0.39837499998975545,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.5,0.0,0.0,TwoStageBetween,0.3734,0.0123,0,0.219
37,10,exp_58,1.0,0.3986849999055266,0.21,0.5,0.18,0.41,0.0,0.62,0.5,0.0,0.0,TwoStageBetween,0.3861,0.0144,0,0.1684
38,10,exp_23,1.0,0.43444999994244426,0.17,0.4,0.43,0.28,1.0,0.8300000000000001,0.6,1.0,0.0,TwoStageBetween,0.5457,0.0639,0,0.3104
39,10,exp_74,1.0,0.5514599999878556,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.5,0.0,0.0,TwoStageBetween,0.6794,0.1535,0,0.9959
40,10,exp_114,1.0,0.6334050000878051,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.5,0.0,0.0,TwoStageBetween,0.6075,0.0978,0,0.3609
41,10,exp_94,1.0,0.4654749999754131,0.38,0.5,0.3,0.5,0.0,0.4,0.5,1.0,0.0,TwoStageBetween,0.7617,0.256,0,2.3642
42,10,exp_9,1.0,0.7234549999702722,0.29,0.6,0.18,0.7,1.0,0.5,0.4,1.0,0.0,TwoStageBetween,0.4446,0.0273,0,0.3673
43,10,catch_8,1.0,0.5294649999123067,0.32,0.5,0.37,0.22,0.0,0.5,0.5,1.0,0.0,TwoStageBetween,0.7309,0.2103,1,0.4134
44,10,exp_35,1.0,0.42864499997813255,0.7,0.6,0.2,0.79,1.0,0.32,0.4,0.0,0.0,TwoStageBetween,0.6985,0.1724,0,0.2169
45,10,exp_20,1.0,0.5190550000406802,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.5,0.0,0.0,TwoStageBetween,0.5828,0.083,0,0.7063
46,10,exp_64,0.0,0.4794150000670925,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.5,1.0,1.0,TwoStageBetween,0.793,0.3203,0,0.7283
47,10,catch_5,1.0,0.37984499998856336,0.49,0.5,0.32,0.4,1.0,0.43,0.5,1.0,0.0,TwoStageBetween,0.7165,0.1925,0,0.1973
48,10,exp_104,1.0,0.654660000000149,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.5,1.0,0.0,TwoStageBetween,0.7439,0.2281,0,0.6261
49,10,exp_40,1.0,0.5372300000162795,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,1.0,0.0,TwoStageBetween,0.329,0.0064,0,0.106
50,10,exp_57,1.0,0.7906799999764189,0.21,0.6,0.18,0.41,1.0,0.62,0.4,1.0,0.0,TwoStageBetween,0.3842,0.0141,0,0.1746
51,10,exp_29,1.0,0.4848350000102073,0.17,0.4,0.2,0.3,1.0,0.3,0.6,0.0,0.0,TwoStageBetween,0.7322,0.212,0,0.8531
52,10,catch_6,1.0,0.41969499993138015,0.59,0.5,0.19,0.23,0.0,0.27,0.5,1.0,0.0,TwoStageBetween,0.6831,0.1569,0,0.1822
53,10,catch_2,1.0,0.4129599999869242,0.6,0.5,0.22000000000000003,0.38,0.0,0.4,0.5,1.0,0.0,TwoStageBetween,0.5721,0.0771,0,0.3545
54,10,exp_19,1.0,0.5226499999407679,0.17,0.6,0.43,0.28,1.0,0.8300000000000001,0.4,0.0,0.0,TwoStageBetween,0.6216,0.1071,0,0.3874
55,10,exp_52,1.0,0.4701749999076128,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,0.0,TwoStageBetween,0.8073,0.3625,1,0.3447
56,10,exp_113,1.0,0.5031150000868365,0.22,0.6,0.42000000000000004,0.49,1.0,0.79,0.4,1.0,0.0,TwoStageBetween,0.5948,0.09,0,1.3929
57,10,exp_82,1.0,0.4859350000042468,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.5,0.0,0.0,TwoStageBetween,0.3734,0.0123,0,0.088
58,10,exp_36,1.0,0.5982150000054389,0.7,0.5,0.2,0.79,0.0,0.32,0.5,0.0,0.0,TwoStageBetween,0.6635,0.1393,0,0.9873
59,10,exp_116,1.0,0.5258499999763444,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.5,0.0,0.0,TwoStageBetween,0.6075,0.0978,0,0.4437
60,10,exp_68,1.0,0.5678150000749156,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.5,0.0,0.0,TwoStageBetween,0.793,0.3203,1,0.2059
61,10,exp_59,1.0,0.6238500000908971,0.21,0.6,0.18,0.41,1.0,0.62,0.4,0.0,0.0,TwoStageBetween,0.4158,0.0203,0,0.2956
62,10,exp_88,1.0,0.3750650000292808,0.38,0.5,0.3,0.5,0.0,0.4,0.5,1.0,0.0,TwoStageBetween,0.7617,0.256,0,0.6382
63,10,exp_50,0.0,0.49979500006884336,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,1.0,TwoStageBetween,0.8073,0.3625,0,0.1392
64,10,catch_9,1.0,0.5606749999569729,0.72,0.5,0.18,0.48,1.0,0.4,0.5,1.0,0.0,TwoStageBetween,0.4654,0.0332,0,0.2031
65,10,exp_91,1.0,0.5482550000306219,0.38,0.6,0.3,0.5,1.0,0.4,0.4,0.0,0.0,TwoStageBetween,0.7853,0.3021,0,1.5261
66,10,exp_102,1.0,0.4010149999521673,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.5,1.0,0.0,TwoStageBetween,0.7419,0.2253,0,0.3543
67,10,catch_1,1.0,0.5253399999346584,0.41,0.5,0.42000000000000004,0.29,1.0,0.5900000000000001,0.5,1.0,0.0,TwoStageBetween,0.687,0.1607,0,0.8327
68,10,exp_1,1.0,0.6728450000518933,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.4,1.0,0.0,TwoStageBetween,0.6738,0.1483,0,0.4626
69,10,exp_30,0.0,0.6332399999955669,0.17,0.5,0.2,0.3,0.0,0.3,0.5,1.0,1.0,TwoStageBetween,0.7162,0.1921,0,0.1706
70,10,exp_21,1.0,0.291205000015907,0.17,0.4,0.43,0.28,1.0,0.8300000000000001,0.6,0.0,0.0,TwoStageBetween,0.5953,0.0903,0,1.2629
71,10,catch_17,1.0,0.3523249999852851,0.68,0.5,0.22000000000000003,0.4,1.0,0.3,0.5,1.0,0.0,TwoStageBetween,0.6953,0.1691,0,0.5505
72,10,exp_72,1.0,0.2815599999157712,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.5,1.0,0.0,TwoStageBetween,0.6794,0.1535,0,0.5565
73,10,exp_109,1.0,0.3717650000471622,0.4,0.4,0.21000000000000002,0.78,1.0,0.3,0.6,0.0,0.0,TwoStageBetween,0.7591,0.2517,0,0.2113
74,10,exp_2,1.0,0.3997100000269711,0.49,0.5,0.53,0.79,0.0,0.8300000000000001,0.5,0.0,0.0,TwoStageBetween,0.6903,0.164,0,0.5425
75,10,exp_24,1.0,0.2576649999246001,0.17,0.5,0.2,0.3,0.0,0.3,0.5,1.0,0.0,TwoStageBetween,0.7162,0.1921,0,2.4095
76,10,exp_28,1.0,0.7406349999364465,0.17,0.5,0.2,0.3,0.0,0.3,0.5,0.0,0.0,TwoStageBetween,0.7162,0.1921,0,1.4559
77,10,exp_6,1.0,0.3412199999438599,0.49,0.5,0.53,0.79,0.0,0.8300000000000001,0.5,1.0,0.0,TwoStageBetween,0.6903,0.164,0,0.1368
78,10,exp_77,1.0,0.3612949999514967,0.2,0.4,0.4,0.8,1.0,0.6799999999999999,0.6,0.0,0.0,TwoStageBetween,0.6932,0.1669,0,1.0539
79,10,exp_56,1.0,0.3602200000314042,0.21,0.5,0.18,0.41,0.0,0.62,0.5,1.0,0.0,TwoStageBetween,0.3861,0.0144,0,0.3902
80,10,exp_71,1.0,0.39664000004995614,0.51,0.4,0.42000000000000004,0.72,1.0,0.52,0.6,1.0,0.0,TwoStageBetween,0.7719,0.2745,1,0.1903
81,10,exp_0,1.0,0.2773049999959767,0.49,0.5,0.53,0.79,0.0,0.8300000000000001,0.5,1.0,0.0,TwoStageBetween,0.6903,0.164,1,0.7369
82,10,exp_81,1.0,0.4473899999866262,0.29,0.6,0.22000000000000003,0.61,1.0,0.8099999999999999,0.4,1.0,0.0,TwoStageBetween,0.3721,0.0121,0,0.243
83,10,exp_119,1.0,0.619635000010021,0.22,0.4,0.42000000000000004,0.49,1.0,0.79,0.6,1.0,0.0,TwoStageBetween,0.5693,0.0756,0,0.0767
84,10,exp_17,1.0,0.4929499999852851,0.17,0.6,0.43,0.28,1.0,0.8300000000000001,0.4,1.0,0.0,TwoStageBetween,0.5705,0.0763,0,0.8799
85,10,exp_12,1.0,0.972135000047274,0.29,0.5,0.18,0.7,0.0,0.5,0.5,0.0,0.0,TwoStageBetween,0.4491,0.0285,0,0.5212
86,10,exp_100,0.0,0.5606250000419095,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.5,0.0,1.0,TwoStageBetween,0.7419,0.2253,0,1.3573
87,10,catch_16,1.0,0.387709999922663,0.37,0.5,0.6799999999999999,0.32,0.0,0.78,0.5,1.0,0.0,TwoStageBetween,0.8047,0.3538,1,0.1923
88,10,exp_54,1.0,0.26881000003777444,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,1.0,0.0,TwoStageBetween,0.8073,0.3625,0,1.1428
89,10,exp_70,1.0,0.30735500005539507,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.5,1.0,0.0,TwoStageBetween,0.793,0.3203,0,1.5415
90,10,catch_19,1.0,0.6041249999543652,0.59,0.5,0.31,0.48,1.0,0.48,0.5,1.0,0.0,TwoStageBetween,0.6404,0.1207,0,1.1035
91,10,exp_5,1.0,0.4909300000872463,0.49,0.4,0.53,0.79,1.0,0.8300000000000001,0.6,0.0,0.0,TwoStageBetween,0.7065,0.181,0,1.021
92,10,catch_10,1.0,0.4775849999859929,0.51,0.5,0.16999999999999996,0.31,0.0,0.32,0.5,1.0,0.0,TwoStageBetween,0.5538,0.0678,0,0.3759
93,10,exp_44,1.0,0.4249800000106916,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,0.0,0.0,TwoStageBetween,0.329,0.0064,0,0.3102
94,10,catch_14,1.0,0.5844049999723211,0.28,0.5,0.41,0.22,0.0,0.79,0.5,1.0,0.0,TwoStageBetween,0.553,0.0674,0,0.3684
95,10,exp_87,1.0,0.4402049999916926,0.29,0.4,0.22000000000000003,0.61,1.0,0.8099999999999999,0.6,1.0,0.0,TwoStageBetween,0.348,0.0086,0,0.5038
96,10,exp_32,1.0,0.4106950000859797,0.7,0.5,0.2,0.79,0.0,0.32,0.5,1.0,0.0,TwoStageBetween,0.6635,0.1393,1,1.017
97,10,exp_118,1.0,0.4232049999991432,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.5,1.0,0.0,TwoStageBetween,0.6075,0.0978,1,1.7024
98,10,exp_39,1.0,0.3684500000672415,0.7,0.4,0.2,0.79,1.0,0.32,0.6,1.0,0.0,TwoStageBetween,0.628,0.1116,0,0.3744
99,10,exp_61,1.0,0.37038499990012497,0.21,0.4,0.18,0.41,1.0,0.62,0.6,0.0,0.0,TwoStageBetween,0.3881,0.0148,0,1.0395
100,10,exp_93,1.0,0.2560300000477582,0.38,0.4,0.3,0.5,1.0,0.4,0.6,0.0,0.0,TwoStageBetween,0.7769,0.2842,0,0.9756
101,10,exp_95,1.0,0.48352500004693866,0.38,0.4,0.3,0.5,1.0,0.4,0.6,1.0,0.0,TwoStageBetween,0.7343,0.2148,0,2.3874
102,10,exp_31,0.0,0.29321999999228865,0.17,0.4,0.2,0.3,1.0,0.3,0.6,1.0,1.0,TwoStageBetween,0.6825,0.1564,0,0.4067
103,10,catch_13,1.0,0.2506099999882281,0.52,0.5,0.18,0.21,1.0,0.27999999999999997,0.5,1.0,0.0,TwoStageBetween,0.6093,0.099,0,0.8715
104,10,exp_11,1.0,0.3150600000517443,0.29,0.6,0.18,0.7,1.0,0.5,0.4,0.0,0.0,TwoStageBetween,0.484,0.0392,1,0.1494
105,10,exp_65,1.0,0.312184999929741,0.51,0.6,0.42000000000000004,0.72,1.0,0.52,0.4,1.0,0.0,TwoStageBetween,0.7788,0.2881,0,0.2981
106,10,exp_75,0.0,0.04585999995470047,0.2,0.6,0.4,0.8,1.0,0.6799999999999999,0.4,0.0,1.0,TwoStageBetween,0.7164,0.1923,1,1.0597
107,10,exp_38,1.0,0.2151050000684336,0.7,0.5,0.2,0.79,0.0,0.32,0.5,1.0,0.0,TwoStageBetween,0.6635,0.1393,0,0.742
108,10,exp_51,1.0,0.29943499993532896,0.32,0.6,0.6900000000000001,0.49,1.0,0.82,0.4,0.0,0.0,TwoStageBetween,0.819,0.4134,1,0.2496
109,10,exp_4,1.0,0.5685750000411645,0.49,0.5,0.53,0.79,0.0,0.8300000000000001,0.5,0.0,0.0,TwoStageBetween,0.6903,0.164,0,0.7746
110,10,exp_110,1.0,0.33778499998152256,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.5,1.0,0.0,TwoStageBetween,0.7439,0.2281,0,0.3527
111,10,exp_97,1.0,0.5407199999317527,0.38,0.6,0.49000000000000005,0.58,1.0,0.6900000000000001,0.4,1.0,0.0,TwoStageBetween,0.7251,0.2028,0,0.3138
112,10,exp_49,0.0,0.5403400000650436,0.32,0.6,0.6900000000000001,0.49,1.0,0.82,0.4,1.0,1.0,TwoStageBetween,0.7955,0.327,1,0.3129
113,10,exp_33,1.0,0.5477899999823421,0.7,0.6,0.2,0.79,1.0,0.32,0.4,1.0,0.0,TwoStageBetween,0.6467,0.1255,0,0.7672
114,10,exp_79,1.0,0.7344250000314787,0.2,0.4,0.4,0.8,1.0,0.6799999999999999,0.6,1.0,0.0,TwoStageBetween,0.6412,0.1212,0,0.2764
115,10,exp_16,1.0,0.3965300000272691,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.5,1.0,0.0,TwoStageBetween,0.5828,0.083,0,0.2341
116,10,exp_48,1.0,0.5504349999828264,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,1.0,0.0,TwoStageBetween,0.8073,0.3625,0,1.0575
117,10,catch_11,1.0,0.28444499999750406,0.58,0.5,0.16999999999999996,0.18,1.0,0.5,0.5,1.0,0.0,TwoStageBetween,0.3659,0.0111,0,0.2432
118,10,exp_63,1.0,0.28375999990385026,0.21,0.4,0.18,0.41,1.0,0.62,0.6,1.0,0.0,TwoStageBetween,0.3597,0.0102,0,0.3573
119,10,catch_18,1.0,0.2879800000227988,0.37,0.5,0.31,0.19,0.0,0.38,0.5,1.0,0.0,TwoStageBetween,0.7663,0.2642,0,0.9519
120,10,exp_55,1.0,0.28772000002209097,0.32,0.4,0.6900000000000001,0.49,1.0,0.82,0.6,1.0,0.0,TwoStageBetween,0.7906,0.3144,1,0.2253
121,10,exp_112,1.0,0.5830099999438971,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.5,1.0,0.0,TwoStageBetween,0.6075,0.0978,0,0.7699
122,10,exp_41,1.0,0.4278800000902265,0.48,0.6,0.16999999999999996,0.81,1.0,0.79,0.4,1.0,0.0,TwoStageBetween,0.3291,0.0064,0,0.2192
123,10,exp_105,1.0,0.44880999997258186,0.4,0.6,0.21000000000000002,0.78,1.0,0.3,0.4,1.0,0.0,TwoStageBetween,0.7277,0.2062,0,1.3702
124,10,exp_7,0.0,0.3252449999563396,0.49,0.4,0.53,0.79,1.0,0.8300000000000001,0.6,1.0,1.0,TwoStageBetween,0.6549,0.1321,0,0.3689
125,10,catch_15,1.0,0.6191950000356883,0.49,0.5,0.3,0.22,1.0,0.49000000000000005,0.5,1.0,0.0,TwoStageBetween,0.5876,0.0858,0,0.3462
126,10,exp_86,1.0,0.37768499995581806,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.5,1.0,0.0,TwoStageBetween,0.3734,0.0123,1,0.4022
127,10,exp_62,1.0,0.4474900000495836,0.21,0.5,0.18,0.41,0.0,0.62,0.5,1.0,0.0,TwoStageBetween,0.3861,0.0144,0,0.415
128,10,catch_12,1.0,0.35282999998889863,0.47,0.5,0.5,0.23,0.0,0.6,0.5,1.0,0.0,TwoStageBetween,0.7739,0.2782,0,1.0584
129,10,exp_76,1.0,1.040349999908358,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.5,0.0,0.0,TwoStageBetween,0.6794,0.1535,0,1.0573
130,10,exp_85,1.0,0.2706349999643862,0.29,0.4,0.22000000000000003,0.61,1.0,0.8099999999999999,0.6,0.0,0.0,TwoStageBetween,0.3747,0.0125,0,0.3566
131,10,exp_13,1.0,0.4277449999935925,0.29,0.4,0.18,0.7,1.0,0.5,0.6,0.0,0.0,TwoStageBetween,0.4536,0.0298,0,0.3618
132,10,exp_66,1.0,0.37441000004764646,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.5,0.0,0.0,TwoStageBetween,0.793,0.3203,1,0.3288
133,10,exp_92,1.0,0.35681500006467104,0.38,0.5,0.3,0.5,0.0,0.4,0.5,0.0,0.0,TwoStageBetween,0.7617,0.256,1,0.3687
134,10,exp_111,0.0,0.2862749999621883,0.4,0.4,0.21000000000000002,0.78,1.0,0.3,0.6,1.0,1.0,TwoStageBetween,0.7129,0.1882,0,0.4549
135,10,exp_83,1.0,0.2953849999466911,0.29,0.6,0.22000000000000003,0.61,1.0,0.8099999999999999,0.4,0.0,0.0,TwoStageBetween,0.4021,0.0174,0,0.1779
136,10,exp_34,1.0,0.6388649999862537,0.7,0.5,0.2,0.79,0.0,0.32,0.5,0.0,0.0,TwoStageBetween,0.6635,0.1393,0,2.1669
137,10,exp_103,1.0,0.2648100000806153,0.38,0.4,0.49000000000000005,0.58,1.0,0.6900000000000001,0.6,1.0,0.0,TwoStageBetween,0.7113,0.1864,0,0.4403
138,10,exp_106,1.0,0.2972450000233948,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.5,0.0,0.0,TwoStageBetween,0.7439,0.2281,1,0.2834
139,10,exp_14,1.0,0.5796100000152364,0.29,0.5,0.18,0.7,0.0,0.5,0.5,1.0,0.0,TwoStageBetween,0.4491,0.0285,0,0.1476
