,subject_id,condition,choice,rt,m1,presentation01,last_stage_favours,gp,p0,gm,g1,p1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
11,9-TwoStageMixtureNoScaling,exp_57,1.0,0.5943,0.62,1.0,1.0,0.6,0.41,0.4,0.5,0.21,0.18,0.5,1.0,TwoStageMixtureNoScaling,0.2943,0.2304,0,0.047
12,9-TwoStageMixtureNoScaling,exp_102,1.0,0.4392,0.6900000000000001,0.0,1.0,0.5,0.58,0.5,0.6,0.38,0.49,0.4,1.0,TwoStageMixtureNoScaling,0.3209,0.364,0,0.2043
13,9-TwoStageMixtureNoScaling,exp_108,1.0,0.1322,0.3,0.0,0.0,0.5,0.78,0.5,0.6,0.4,0.21,0.4,1.0,TwoStageMixtureNoScaling,0.3103,0.7026,1,0.5959
14,9-TwoStageMixtureNoScaling,exp_88,1.0,0.1962,0.4,0.0,1.0,0.5,0.5,0.5,0.4,0.38,0.3,0.6,1.0,TwoStageMixtureNoScaling,0.3285,0.4624,0,1.1522
15,9-TwoStageMixtureNoScaling,exp_90,0.0,0.0705,0.4,0.0,0.0,0.5,0.5,0.5,0.4,0.38,0.3,0.6,0.0,TwoStageMixtureNoScaling,0.3272,0.5663,0,0.1115
16,9-TwoStageMixtureNoScaling,exp_64,1.0,0.1011,0.52,0.0,1.0,0.5,0.72,0.5,0.4,0.51,0.42,0.6,1.0,TwoStageMixtureNoScaling,0.3276,0.5596,1,0.308
17,9-TwoStageMixtureNoScaling,exp_117,1.0,0.1416,0.79,1.0,0.0,0.4,0.49,0.6,0.5,0.22,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.3122,0.6925,0,0.1969
18,9-TwoStageMixtureNoScaling,exp_74,1.0,0.0521,0.6799999999999999,0.0,0.0,0.5,0.8,0.5,0.4,0.2,0.4,0.6,1.0,TwoStageMixtureNoScaling,0.2428,0.8949,1,0.869
19,9-TwoStageMixtureNoScaling,catch_0,0.0,0.0872,0.3,0.0,1.0,0.5,0.19,0.5,0.5,0.72,0.2,0.5,0.0,TwoStageMixtureNoScaling,0.178,0.03,0,0.3293
20,9-TwoStageMixtureNoScaling,exp_68,0.0,0.1074,0.52,0.0,0.0,0.5,0.72,0.5,0.6,0.51,0.42,0.4,0.0,TwoStageMixtureNoScaling,0.3277,0.5565,1,0.3133
21,9-TwoStageMixtureNoScaling,exp_98,0.0,0.3132,0.6900000000000001,0.0,0.0,0.5,0.58,0.5,0.4,0.38,0.49,0.6,0.0,TwoStageMixtureNoScaling,0.3248,0.5989,0,0.2346
22,9-TwoStageMixtureNoScaling,exp_52,0.0,0.0557,0.82,0.0,0.0,0.5,0.49,0.5,0.6,0.32,0.6900000000000001,0.4,0.0,TwoStageMixtureNoScaling,0.3233,0.6143,1,0.3622
23,9-TwoStageMixtureNoScaling,exp_36,1.0,0.135,0.32,0.0,0.0,0.5,0.79,0.5,0.6,0.7,0.2,0.4,1.0,TwoStageMixtureNoScaling,0.3191,0.3508,1,0.2207
24,9-TwoStageMixtureNoScaling,exp_99,1.0,0.3536,0.6900000000000001,1.0,0.0,0.6,0.58,0.4,0.5,0.38,0.49,0.5,1.0,TwoStageMixtureNoScaling,0.3238,0.61,0,0.5666
25,9-TwoStageMixtureNoScaling,exp_37,1.0,0.0394,0.32,1.0,0.0,0.4,0.79,0.6,0.5,0.7,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.3153,0.3255,1,0.3518
26,9-TwoStageMixtureNoScaling,catch_1,0.0,0.4843,0.5900000000000001,1.0,1.0,0.5,0.29,0.5,0.5,0.41,0.42,0.5,0.0,TwoStageMixtureNoScaling,0.2187,0.0698,0,0.0398
27,9-TwoStageMixtureNoScaling,exp_22,0.0,0.1017,0.8300000000000001,0.0,1.0,0.5,0.28,0.5,0.6,0.17,0.43,0.4,0.0,TwoStageMixtureNoScaling,0.3077,0.285,0,0.3958
28,9-TwoStageMixtureNoScaling,exp_59,0.0,0.0604,0.62,1.0,0.0,0.6,0.41,0.4,0.5,0.21,0.18,0.5,0.0,TwoStageMixtureNoScaling,0.3131,0.3124,0,0.8915
29,9-TwoStageMixtureNoScaling,exp_73,1.0,0.0824,0.6799999999999999,1.0,1.0,0.6,0.8,0.4,0.5,0.2,0.4,0.5,1.0,TwoStageMixtureNoScaling,0.2258,0.9208,1,0.3988
30,9-TwoStageMixtureNoScaling,catch_6,0.0,0.1234,0.27,0.0,1.0,0.5,0.23,0.5,0.5,0.59,0.19,0.5,0.0,TwoStageMixtureNoScaling,0.214,0.0641,0,0.3288
31,9-TwoStageMixtureNoScaling,exp_53,1.0,0.1037,0.82,1.0,0.0,0.4,0.49,0.6,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageMixtureNoScaling,0.2957,0.7647,1,0.3929
32,9-TwoStageMixtureNoScaling,exp_116,1.0,0.5098,0.79,0.0,0.0,0.5,0.49,0.5,0.6,0.22,0.42,0.4,1.0,TwoStageMixtureNoScaling,0.3288,0.528,1,0.0937
33,9-TwoStageMixtureNoScaling,exp_50,0.0,0.1971,0.82,0.0,0.0,0.5,0.49,0.5,0.4,0.32,0.6900000000000001,0.6,0.0,TwoStageMixtureNoScaling,0.2919,0.778,1,0.1136
34,9-TwoStageMixtureNoScaling,exp_47,0.0,0.2698,0.79,1.0,1.0,0.4,0.81,0.6,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageMixtureNoScaling,0.1887,0.0384,0,0.5034
35,9-TwoStageMixtureNoScaling,catch_9,0.0,0.1471,0.4,1.0,1.0,0.5,0.48,0.5,0.5,0.72,0.18,0.5,0.0,TwoStageMixtureNoScaling,0.1654,0.0217,0,0.1475
36,9-TwoStageMixtureNoScaling,exp_43,0.0,0.1543,0.79,1.0,0.0,0.6,0.81,0.4,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageMixtureNoScaling,0.208,0.0572,0,0.1812
37,9-TwoStageMixtureNoScaling,exp_27,1.0,0.5588,0.3,1.0,0.0,0.6,0.3,0.4,0.5,0.17,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.3057,0.7243,1,0.2364
38,9-TwoStageMixtureNoScaling,exp_23,1.0,0.1007,0.8300000000000001,1.0,1.0,0.4,0.28,0.6,0.5,0.17,0.43,0.5,1.0,TwoStageMixtureNoScaling,0.32,0.3576,0,0.1211
39,9-TwoStageMixtureNoScaling,exp_114,1.0,0.0631,0.79,0.0,0.0,0.5,0.49,0.5,0.4,0.22,0.42,0.6,1.0,TwoStageMixtureNoScaling,0.3226,0.6209,1,0.3271
40,9-TwoStageMixtureNoScaling,exp_91,0.0,0.1075,0.4,1.0,0.0,0.6,0.5,0.4,0.5,0.38,0.3,0.5,0.0,TwoStageMixtureNoScaling,0.3268,0.5722,1,0.1932
41,9-TwoStageMixtureNoScaling,exp_78,1.0,0.4808,0.6799999999999999,0.0,1.0,0.5,0.8,0.5,0.6,0.2,0.4,0.4,1.0,TwoStageMixtureNoScaling,0.2862,0.796,1,0.1965
42,9-TwoStageMixtureNoScaling,exp_42,0.0,0.1622,0.79,0.0,0.0,0.5,0.81,0.5,0.4,0.48,0.1699999999999999,0.6,0.0,TwoStageMixtureNoScaling,0.2143,0.0644,0,0.1894
43,9-TwoStageMixtureNoScaling,exp_25,1.0,0.5986,0.3,1.0,1.0,0.6,0.3,0.4,0.5,0.17,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.3211,0.6338,0,0.3804
44,9-TwoStageMixtureNoScaling,catch_2,0.0,0.0813,0.4,0.0,1.0,0.5,0.38,0.5,0.5,0.6,0.22,0.5,0.0,TwoStageMixtureNoScaling,0.2223,0.0745,0,0.2926
45,9-TwoStageMixtureNoScaling,exp_101,0.0,0.7611,0.6900000000000001,1.0,0.0,0.4,0.58,0.6,0.5,0.38,0.49,0.5,0.0,TwoStageMixtureNoScaling,0.3238,0.61,0,0.0892
46,9-TwoStageMixtureNoScaling,exp_1,1.0,0.2336,0.8300000000000001,1.0,1.0,0.6,0.79,0.4,0.5,0.49,0.53,0.5,1.0,TwoStageMixtureNoScaling,0.3225,0.3781,1,0.1814
47,9-TwoStageMixtureNoScaling,exp_40,0.0,0.3014,0.79,0.0,1.0,0.5,0.81,0.5,0.4,0.48,0.1699999999999999,0.6,0.0,TwoStageMixtureNoScaling,0.1943,0.0433,0,0.1925
48,9-TwoStageMixtureNoScaling,exp_3,0.0,0.0549,0.8300000000000001,1.0,0.0,0.6,0.79,0.4,0.5,0.49,0.53,0.5,0.0,TwoStageMixtureNoScaling,0.329,0.4799,0,0.09
49,9-TwoStageMixtureNoScaling,exp_46,0.0,0.1319,0.79,0.0,1.0,0.5,0.81,0.5,0.6,0.48,0.1699999999999999,0.4,0.0,TwoStageMixtureNoScaling,0.1709,0.0251,0,0.0424
50,9-TwoStageMixtureNoScaling,exp_35,1.0,0.209,0.32,1.0,0.0,0.6,0.79,0.4,0.5,0.7,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.3153,0.3255,0,0.1539
51,9-TwoStageMixtureNoScaling,exp_84,0.0,0.2481,0.8099999999999999,0.0,0.0,0.5,0.61,0.5,0.6,0.29,0.22,0.4,0.0,TwoStageMixtureNoScaling,0.271,0.1626,0,0.0784
52,9-TwoStageMixtureNoScaling,catch_5,0.0,0.3306,0.43,1.0,1.0,0.5,0.4,0.5,0.5,0.49,0.32,0.5,0.0,TwoStageMixtureNoScaling,0.2613,0.1404,0,0.1186
53,9-TwoStageMixtureNoScaling,exp_15,0.0,0.1543,0.5,1.0,1.0,0.4,0.7,0.6,0.5,0.29,0.18,0.5,0.0,TwoStageMixtureNoScaling,0.3286,0.4641,0,0.3688
54,9-TwoStageMixtureNoScaling,catch_8,1.0,0.196,0.5,0.0,1.0,0.5,0.22,0.5,0.5,0.32,0.37,0.5,1.0,TwoStageMixtureNoScaling,0.2643,0.147,0,0.3204
55,9-TwoStageMixtureNoScaling,exp_20,0.0,0.0641,0.8300000000000001,0.0,0.0,0.5,0.28,0.5,0.6,0.17,0.43,0.4,0.0,TwoStageMixtureNoScaling,0.3224,0.377,1,0.7021
56,9-TwoStageMixtureNoScaling,exp_8,1.0,0.6804,0.5,0.0,1.0,0.5,0.7,0.5,0.4,0.29,0.18,0.6,1.0,TwoStageMixtureNoScaling,0.3263,0.4197,0,0.7323
57,9-TwoStageMixtureNoScaling,exp_45,0.0,0.2092,0.79,1.0,0.0,0.4,0.81,0.6,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageMixtureNoScaling,0.208,0.0572,0,0.0796
58,9-TwoStageMixtureNoScaling,exp_113,0.0,0.6253,0.79,1.0,1.0,0.6,0.49,0.4,0.5,0.22,0.42,0.5,0.0,TwoStageMixtureNoScaling,0.3249,0.5974,1,0.1602
59,9-TwoStageMixtureNoScaling,exp_9,0.0,0.1532,0.5,1.0,1.0,0.6,0.7,0.4,0.5,0.29,0.18,0.5,0.0,TwoStageMixtureNoScaling,0.3286,0.4641,1,0.4122
60,9-TwoStageMixtureNoScaling,catch_3,0.0,0.138,0.6799999999999999,1.0,1.0,0.5,0.19,0.5,0.5,0.38,0.58,0.5,0.0,TwoStageMixtureNoScaling,0.1857,0.0359,0,0.1575
61,9-TwoStageMixtureNoScaling,catch_4,0.0,0.1488,0.73,0.0,1.0,0.5,0.19,0.5,0.5,0.31,0.4,0.5,0.0,TwoStageMixtureNoScaling,0.1941,0.0431,0,0.2827
62,9-TwoStageMixtureNoScaling,exp_10,1.0,0.1104,0.5,0.0,0.0,0.5,0.7,0.5,0.4,0.29,0.18,0.6,1.0,TwoStageMixtureNoScaling,0.3289,0.5234,0,0.182
63,9-TwoStageMixtureNoScaling,exp_82,0.0,0.3267,0.8099999999999999,0.0,0.0,0.5,0.61,0.5,0.4,0.29,0.22,0.6,0.0,TwoStageMixtureNoScaling,0.2917,0.2214,0,1.0869
64,9-TwoStageMixtureNoScaling,exp_67,0.0,0.6366,0.52,1.0,0.0,0.6,0.72,0.4,0.5,0.51,0.42,0.5,0.0,TwoStageMixtureNoScaling,0.3165,0.6673,0,0.1617
65,9-TwoStageMixtureNoScaling,exp_89,0.0,0.5954,0.4,1.0,1.0,0.6,0.5,0.4,0.5,0.38,0.3,0.5,0.0,TwoStageMixtureNoScaling,0.3287,0.4684,1,0.3108
66,9-TwoStageMixtureNoScaling,exp_115,1.0,0.333,0.79,1.0,0.0,0.6,0.49,0.4,0.5,0.22,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.3122,0.6925,1,0.0874
67,9-TwoStageMixtureNoScaling,exp_104,0.0,0.9722,0.3,0.0,1.0,0.5,0.78,0.5,0.4,0.4,0.21,0.6,0.0,TwoStageMixtureNoScaling,0.3212,0.633,0,0.3015
68,9-TwoStageMixtureNoScaling,exp_26,1.0,0.3332,0.3,0.0,0.0,0.5,0.3,0.5,0.4,0.17,0.2,0.6,1.0,TwoStageMixtureNoScaling,0.317,0.6636,0,0.0565
69,9-TwoStageMixtureNoScaling,exp_69,0.0,0.4965,0.52,1.0,0.0,0.4,0.72,0.6,0.5,0.51,0.42,0.5,0.0,TwoStageMixtureNoScaling,0.3165,0.6673,1,0.3956
70,9-TwoStageMixtureNoScaling,exp_62,0.0,0.5212,0.62,0.0,1.0,0.5,0.41,0.5,0.6,0.21,0.18,0.4,0.0,TwoStageMixtureNoScaling,0.2939,0.229,0,0.949
71,9-TwoStageMixtureNoScaling,exp_105,1.0,0.0791,0.3,1.0,1.0,0.6,0.78,0.4,0.5,0.4,0.21,0.5,1.0,TwoStageMixtureNoScaling,0.3062,0.722,1,0.0661
72,9-TwoStageMixtureNoScaling,exp_77,1.0,0.1027,0.6799999999999999,1.0,0.0,0.4,0.8,0.6,0.5,0.2,0.4,0.5,1.0,TwoStageMixtureNoScaling,0.2047,0.9464,1,0.2215
73,9-TwoStageMixtureNoScaling,exp_95,0.0,1.1498,0.4,1.0,1.0,0.4,0.5,0.6,0.5,0.38,0.3,0.5,0.0,TwoStageMixtureNoScaling,0.3287,0.4684,0,0.4885
74,9-TwoStageMixtureNoScaling,exp_70,0.0,0.4268,0.52,0.0,1.0,0.5,0.72,0.5,0.6,0.51,0.42,0.4,0.0,TwoStageMixtureNoScaling,0.3281,0.4525,0,0.1191
75,9-TwoStageMixtureNoScaling,exp_97,0.0,0.7219,0.6900000000000001,1.0,1.0,0.6,0.58,0.4,0.5,0.38,0.49,0.5,0.0,TwoStageMixtureNoScaling,0.3291,0.5075,0,0.125
76,9-TwoStageMixtureNoScaling,catch_13,0.0,0.0865,0.2799999999999999,1.0,1.0,0.5,0.21,0.5,0.5,0.52,0.18,0.5,0.0,TwoStageMixtureNoScaling,0.1547,0.016,0,0.5453
77,9-TwoStageMixtureNoScaling,exp_100,1.0,0.2572,0.6900000000000001,0.0,0.0,0.5,0.58,0.5,0.6,0.38,0.49,0.4,1.0,TwoStageMixtureNoScaling,0.3286,0.465,0,0.2345
78,9-TwoStageMixtureNoScaling,exp_109,1.0,0.1541,0.3,1.0,0.0,0.4,0.78,0.6,0.5,0.4,0.21,0.5,1.0,TwoStageMixtureNoScaling,0.2857,0.7977,1,0.1942
79,9-TwoStageMixtureNoScaling,exp_85,1.0,0.195,0.8099999999999999,1.0,0.0,0.4,0.61,0.6,0.5,0.29,0.22,0.5,1.0,TwoStageMixtureNoScaling,0.2938,0.2288,0,0.2553
80,9-TwoStageMixtureNoScaling,exp_2,0.0,0.3069,0.8300000000000001,0.0,0.0,0.5,0.79,0.5,0.4,0.49,0.53,0.6,0.0,TwoStageMixtureNoScaling,0.3288,0.4742,0,0.0927
81,9-TwoStageMixtureNoScaling,exp_34,0.0,0.2036,0.32,0.0,0.0,0.5,0.79,0.5,0.4,0.7,0.2,0.6,0.0,TwoStageMixtureNoScaling,0.3234,0.3865,0,0.2913
82,9-TwoStageMixtureNoScaling,exp_56,0.0,0.1454,0.62,0.0,1.0,0.5,0.41,0.5,0.4,0.21,0.18,0.6,0.0,TwoStageMixtureNoScaling,0.3015,0.2576,0,0.1092
83,9-TwoStageMixtureNoScaling,exp_103,0.0,0.0928,0.6900000000000001,1.0,1.0,0.4,0.58,0.6,0.5,0.38,0.49,0.5,0.0,TwoStageMixtureNoScaling,0.3291,0.5075,1,0.4152
84,9-TwoStageMixtureNoScaling,exp_4,0.0,0.4763,0.8300000000000001,0.0,0.0,0.5,0.79,0.5,0.6,0.49,0.53,0.4,0.0,TwoStageMixtureNoScaling,0.3007,0.2544,0,0.2323
85,9-TwoStageMixtureNoScaling,catch_18,0.0,0.2161,0.38,0.0,1.0,0.5,0.19,0.5,0.5,0.37,0.31,0.5,0.0,TwoStageMixtureNoScaling,0.2495,0.117,0,0.0522
86,9-TwoStageMixtureNoScaling,exp_83,1.0,0.0908,0.8099999999999999,1.0,0.0,0.6,0.61,0.4,0.5,0.29,0.22,0.5,1.0,TwoStageMixtureNoScaling,0.2938,0.2288,0,0.1649
87,9-TwoStageMixtureNoScaling,exp_48,1.0,0.1856,0.82,0.0,1.0,0.5,0.49,0.5,0.4,0.32,0.6900000000000001,0.6,1.0,TwoStageMixtureNoScaling,0.3112,0.6977,1,0.1625
88,9-TwoStageMixtureNoScaling,exp_16,1.0,0.1207,0.8300000000000001,0.0,1.0,0.5,0.28,0.5,0.4,0.17,0.43,0.6,1.0,TwoStageMixtureNoScaling,0.3187,0.3481,1,0.7111
89,9-TwoStageMixtureNoScaling,catch_15,0.0,0.2361,0.49,1.0,1.0,0.5,0.22,0.5,0.5,0.49,0.3,0.5,0.0,TwoStageMixtureNoScaling,0.1497,0.0137,0,0.2414
90,9-TwoStageMixtureNoScaling,catch_17,0.0,0.2681,0.3,1.0,1.0,0.5,0.4,0.5,0.5,0.68,0.22,0.5,0.0,TwoStageMixtureNoScaling,0.2083,0.0575,0,0.2797
91,9-TwoStageMixtureNoScaling,exp_119,1.0,0.6983,0.79,1.0,1.0,0.4,0.49,0.6,0.5,0.22,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.3249,0.5974,1,0.6721
92,9-TwoStageMixtureNoScaling,exp_51,1.0,0.0911,0.82,1.0,0.0,0.6,0.49,0.4,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageMixtureNoScaling,0.2957,0.7647,0,0.7071
93,9-TwoStageMixtureNoScaling,exp_11,0.0,0.1675,0.5,1.0,0.0,0.6,0.7,0.4,0.5,0.29,0.18,0.5,0.0,TwoStageMixtureNoScaling,0.3271,0.568,0,0.1928
94,9-TwoStageMixtureNoScaling,exp_54,1.0,0.2595,0.82,0.0,1.0,0.5,0.49,0.5,0.6,0.32,0.6900000000000001,0.4,1.0,TwoStageMixtureNoScaling,0.3291,0.512,1,0.1794
95,9-TwoStageMixtureNoScaling,exp_6,0.0,0.1518,0.8300000000000001,0.0,1.0,0.5,0.79,0.5,0.6,0.49,0.53,0.4,0.0,TwoStageMixtureNoScaling,0.2791,0.1835,0,0.1488
96,9-TwoStageMixtureNoScaling,exp_44,0.0,0.4432,0.79,0.0,0.0,0.5,0.81,0.5,0.6,0.48,0.1699999999999999,0.4,0.0,TwoStageMixtureNoScaling,0.1879,0.0377,0,0.3803
97,9-TwoStageMixtureNoScaling,exp_38,0.0,0.149,0.32,0.0,1.0,0.5,0.79,0.5,0.6,0.7,0.2,0.4,0.0,TwoStageMixtureNoScaling,0.3027,0.2625,0,0.6913
98,9-TwoStageMixtureNoScaling,exp_66,1.0,0.3332,0.52,0.0,0.0,0.5,0.72,0.5,0.4,0.51,0.42,0.6,1.0,TwoStageMixtureNoScaling,0.3178,0.6586,1,0.8462
99,9-TwoStageMixtureNoScaling,exp_75,1.0,0.0657,0.6799999999999999,1.0,0.0,0.6,0.8,0.4,0.5,0.2,0.4,0.5,1.0,TwoStageMixtureNoScaling,0.2047,0.9464,1,0.0609
100,9-TwoStageMixtureNoScaling,catch_12,0.0,0.2729,0.6,0.0,1.0,0.5,0.23,0.5,0.5,0.47,0.5,0.5,0.0,TwoStageMixtureNoScaling,0.2143,0.0644,1,0.1132
101,9-TwoStageMixtureNoScaling,catch_19,0.0,0.0948,0.48,1.0,1.0,0.5,0.48,0.5,0.5,0.59,0.31,0.5,0.0,TwoStageMixtureNoScaling,0.2307,0.0861,0,0.1571
102,9-TwoStageMixtureNoScaling,exp_12,1.0,0.1632,0.5,0.0,0.0,0.5,0.7,0.5,0.6,0.29,0.18,0.4,1.0,TwoStageMixtureNoScaling,0.3291,0.4858,0,0.6254
103,9-TwoStageMixtureNoScaling,exp_31,1.0,1.3409,0.3,1.0,1.0,0.4,0.3,0.6,0.5,0.17,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.3211,0.6338,1,1.4074
104,9-TwoStageMixtureNoScaling,exp_39,0.0,0.3214,0.32,1.0,1.0,0.4,0.79,0.6,0.5,0.7,0.2,0.5,0.0,TwoStageMixtureNoScaling,0.2973,0.2412,1,0.1658
105,9-TwoStageMixtureNoScaling,exp_118,0.0,0.1325,0.79,0.0,1.0,0.5,0.49,0.5,0.6,0.22,0.42,0.4,0.0,TwoStageMixtureNoScaling,0.3266,0.4242,0,0.2651
106,9-TwoStageMixtureNoScaling,exp_5,0.0,0.9572,0.8300000000000001,1.0,0.0,0.4,0.79,0.6,0.5,0.49,0.53,0.5,0.0,TwoStageMixtureNoScaling,0.329,0.4799,1,0.5492
107,9-TwoStageMixtureNoScaling,exp_112,0.0,0.4668,0.79,0.0,1.0,0.5,0.49,0.5,0.4,0.22,0.42,0.6,0.0,TwoStageMixtureNoScaling,0.329,0.5189,1,0.2119
108,9-TwoStageMixtureNoScaling,exp_111,0.0,0.1464,0.3,1.0,1.0,0.4,0.78,0.6,0.5,0.4,0.21,0.5,0.0,TwoStageMixtureNoScaling,0.3062,0.722,1,0.0647
109,9-TwoStageMixtureNoScaling,exp_110,0.0,0.6283,0.3,0.0,1.0,0.5,0.78,0.5,0.6,0.4,0.21,0.4,0.0,TwoStageMixtureNoScaling,0.3239,0.6088,0,0.1346
110,9-TwoStageMixtureNoScaling,exp_28,0.0,1.0675,0.3,0.0,0.0,0.5,0.3,0.5,0.6,0.17,0.2,0.4,0.0,TwoStageMixtureNoScaling,0.3184,0.6546,0,0.2027
111,9-TwoStageMixtureNoScaling,exp_32,0.0,0.338,0.32,0.0,1.0,0.5,0.79,0.5,0.4,0.7,0.2,0.6,0.0,TwoStageMixtureNoScaling,0.3095,0.2933,0,0.495
112,9-TwoStageMixtureNoScaling,exp_0,1.0,0.4737,0.8300000000000001,0.0,1.0,0.5,0.79,0.5,0.4,0.49,0.53,0.6,1.0,TwoStageMixtureNoScaling,0.3219,0.3727,1,0.9018
113,9-TwoStageMixtureNoScaling,exp_17,0.0,0.7656,0.8300000000000001,1.0,1.0,0.6,0.28,0.4,0.5,0.17,0.43,0.5,0.0,TwoStageMixtureNoScaling,0.32,0.3576,1,0.1894
114,9-TwoStageMixtureNoScaling,exp_76,0.0,0.495,0.6799999999999999,0.0,0.0,0.5,0.8,0.5,0.6,0.2,0.4,0.4,0.0,TwoStageMixtureNoScaling,0.2631,0.8556,1,0.1207
115,9-TwoStageMixtureNoScaling,exp_93,0.0,0.3795,0.4,1.0,0.0,0.4,0.5,0.6,0.5,0.38,0.3,0.5,0.0,TwoStageMixtureNoScaling,0.3268,0.5722,1,0.2404
116,9-TwoStageMixtureNoScaling,exp_71,0.0,0.1238,0.52,1.0,1.0,0.4,0.72,0.6,0.5,0.51,0.42,0.5,0.0,TwoStageMixtureNoScaling,0.327,0.5692,0,0.366
117,9-TwoStageMixtureNoScaling,exp_41,0.0,0.0465,0.79,1.0,1.0,0.6,0.81,0.4,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageMixtureNoScaling,0.1887,0.0384,0,0.0949
118,9-TwoStageMixtureNoScaling,exp_49,1.0,0.2411,0.82,1.0,1.0,0.6,0.49,0.4,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageMixtureNoScaling,0.3141,0.6816,1,0.8655
119,9-TwoStageMixtureNoScaling,exp_79,1.0,0.2159,0.6799999999999999,1.0,1.0,0.4,0.8,0.6,0.5,0.2,0.4,0.5,1.0,TwoStageMixtureNoScaling,0.2258,0.9208,1,0.4526
120,9-TwoStageMixtureNoScaling,exp_24,1.0,0.0917,0.3,0.0,1.0,0.5,0.3,0.5,0.4,0.17,0.2,0.6,1.0,TwoStageMixtureNoScaling,0.3273,0.5651,0,0.6203
121,9-TwoStageMixtureNoScaling,exp_81,0.0,0.1657,0.8099999999999999,1.0,1.0,0.6,0.61,0.4,0.5,0.29,0.22,0.5,0.0,TwoStageMixtureNoScaling,0.2714,0.1635,1,0.085
122,9-TwoStageMixtureNoScaling,exp_65,0.0,0.5854,0.52,1.0,1.0,0.6,0.72,0.4,0.5,0.51,0.42,0.5,0.0,TwoStageMixtureNoScaling,0.327,0.5692,1,0.5368
123,9-TwoStageMixtureNoScaling,exp_55,1.0,0.0746,0.82,1.0,1.0,0.4,0.49,0.6,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageMixtureNoScaling,0.3141,0.6816,0,0.3365
