,subject_id,condition,choice,rt,m1,presentation01,last_stage_favours,p0,g1,p1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
12,9-TwoStageMixtureNoScaling,exp_102,1.0,0.4392,0.6900000000000001,0.0,1.0,0.58,0.6,0.38,0.49,0.4,1.0,TwoStageWithin,0.3199,0.4329,1,0.8028
13,9-TwoStageMixtureNoScaling,exp_108,1.0,0.1322,0.3,0.0,0.0,0.78,0.6,0.4,0.21,0.4,1.0,TwoStageWithin,0.3194,0.5751,1,0.9006
14,9-TwoStageMixtureNoScaling,exp_88,1.0,0.1962,0.4,0.0,1.0,0.5,0.4,0.38,0.3,0.6,1.0,TwoStageWithin,0.3215,0.5292,1,0.3054
15,9-TwoStageMixtureNoScaling,exp_90,0.0,0.0705,0.4,0.0,0.0,0.5,0.4,0.38,0.3,0.6,0.0,TwoStageWithin,0.3214,0.5346,0,0.2847
16,9-TwoStageMixtureNoScaling,exp_64,1.0,0.1011,0.52,0.0,1.0,0.72,0.4,0.51,0.42,0.6,1.0,TwoStageWithin,0.3044,0.6976,1,0.3148
17,9-TwoStageMixtureNoScaling,exp_117,1.0,0.1416,0.79,1.0,0.0,0.49,0.5,0.22,0.42,0.5,1.0,TwoStageWithin,0.32,0.565,0,0.7236
18,9-TwoStageMixtureNoScaling,exp_74,1.0,0.0521,0.6799999999999999,0.0,0.0,0.8,0.4,0.2,0.4,0.6,1.0,TwoStageWithin,0.2066,0.9392,1,0.0964
19,9-TwoStageMixtureNoScaling,catch_0,0.0,0.0872,0.3,0.0,1.0,0.19,0.5,0.72,0.2,0.5,0.0,TwoStageWithin,0.2251,0.0854,0,0.1367
20,9-TwoStageMixtureNoScaling,exp_68,0.0,0.1074,0.52,0.0,0.0,0.72,0.6,0.51,0.42,0.4,0.0,TwoStageWithin,0.3219,0.5008,0,0.0843
21,9-TwoStageMixtureNoScaling,exp_98,0.0,0.3132,0.6900000000000001,0.0,0.0,0.58,0.4,0.38,0.49,0.6,0.0,TwoStageWithin,0.3127,0.6444,0,0.5815
22,9-TwoStageMixtureNoScaling,exp_52,0.0,0.0557,0.82,0.0,0.0,0.49,0.6,0.32,0.6900000000000001,0.4,0.0,TwoStageWithin,0.3139,0.6347,1,0.3834
23,9-TwoStageMixtureNoScaling,exp_36,1.0,0.135,0.32,0.0,0.0,0.79,0.6,0.7,0.2,0.4,1.0,TwoStageWithin,0.2861,0.2244,0,0.3083
24,9-TwoStageMixtureNoScaling,exp_99,1.0,0.3536,0.6900000000000001,1.0,0.0,0.58,0.5,0.38,0.49,0.5,1.0,TwoStageWithin,0.3212,0.5405,1,0.3442
25,9-TwoStageMixtureNoScaling,exp_37,1.0,0.0394,0.32,1.0,0.0,0.79,0.5,0.7,0.2,0.5,1.0,TwoStageWithin,0.2983,0.2726,1,0.2286
26,9-TwoStageMixtureNoScaling,catch_1,0.0,0.4843,0.5900000000000001,1.0,1.0,0.29,0.5,0.41,0.42,0.5,0.0,TwoStageWithin,0.258,0.1458,0,0.4548
27,9-TwoStageMixtureNoScaling,exp_22,0.0,0.1017,0.8300000000000001,0.0,1.0,0.28,0.6,0.17,0.43,0.4,0.0,TwoStageWithin,0.3111,0.344,0,0.1857
28,9-TwoStageMixtureNoScaling,exp_59,0.0,0.0604,0.62,1.0,0.0,0.41,0.5,0.21,0.18,0.5,0.0,TwoStageWithin,0.3,0.2807,1,0.3688
29,9-TwoStageMixtureNoScaling,exp_73,1.0,0.0824,0.6799999999999999,1.0,1.0,0.8,0.5,0.2,0.4,0.5,1.0,TwoStageWithin,0.2245,0.9155,0,0.238
30,9-TwoStageMixtureNoScaling,catch_6,0.0,0.1234,0.27,0.0,1.0,0.23,0.5,0.59,0.19,0.5,0.0,TwoStageWithin,0.2708,0.1775,0,0.0831
31,9-TwoStageMixtureNoScaling,exp_53,1.0,0.1037,0.82,1.0,0.0,0.49,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageWithin,0.2967,0.7346,1,0.9136
32,9-TwoStageMixtureNoScaling,exp_116,1.0,0.5098,0.79,0.0,0.0,0.49,0.6,0.22,0.42,0.4,1.0,TwoStageWithin,0.3219,0.4951,1,0.3692
33,9-TwoStageMixtureNoScaling,exp_50,0.0,0.1971,0.82,0.0,0.0,0.49,0.4,0.32,0.6900000000000001,0.6,0.0,TwoStageWithin,0.2723,0.8184,0,0.1948
34,9-TwoStageMixtureNoScaling,exp_47,0.0,0.2698,0.79,1.0,1.0,0.81,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageWithin,0.1599,0.0206,0,0.1012
35,9-TwoStageMixtureNoScaling,catch_9,0.0,0.1471,0.4,1.0,1.0,0.48,0.5,0.72,0.18,0.5,0.0,TwoStageWithin,0.2018,0.0554,0,0.4503
36,9-TwoStageMixtureNoScaling,exp_43,0.0,0.1543,0.79,1.0,0.0,0.81,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageWithin,0.1599,0.0206,0,0.075
37,9-TwoStageMixtureNoScaling,exp_27,1.0,0.5588,0.3,1.0,0.0,0.3,0.5,0.17,0.2,0.5,1.0,TwoStageWithin,0.3217,0.5207,0,0.7806
38,9-TwoStageMixtureNoScaling,exp_23,1.0,0.1007,0.8300000000000001,1.0,1.0,0.28,0.5,0.17,0.43,0.5,1.0,TwoStageWithin,0.317,0.3937,0,0.1117
39,9-TwoStageMixtureNoScaling,exp_114,1.0,0.0631,0.79,0.0,0.0,0.49,0.4,0.22,0.42,0.6,1.0,TwoStageWithin,0.3136,0.6374,1,0.4744
40,9-TwoStageMixtureNoScaling,exp_91,0.0,0.1075,0.4,1.0,0.0,0.5,0.5,0.38,0.3,0.5,0.0,TwoStageWithin,0.3216,0.477,1,0.4015
41,9-TwoStageMixtureNoScaling,exp_78,1.0,0.4808,0.6799999999999999,0.0,1.0,0.8,0.6,0.2,0.4,0.4,1.0,TwoStageWithin,0.2435,0.8838,1,0.5461
42,9-TwoStageMixtureNoScaling,exp_42,0.0,0.1622,0.79,0.0,0.0,0.81,0.4,0.48,0.1699999999999999,0.6,0.0,TwoStageWithin,0.175,0.0307,0,0.1234
43,9-TwoStageMixtureNoScaling,exp_25,1.0,0.5986,0.3,1.0,1.0,0.3,0.5,0.17,0.2,0.5,1.0,TwoStageWithin,0.3217,0.5207,0,0.3751
44,9-TwoStageMixtureNoScaling,catch_2,0.0,0.0813,0.4,0.0,1.0,0.38,0.5,0.6,0.22,0.5,0.0,TwoStageWithin,0.2338,0.0991,0,0.282
45,9-TwoStageMixtureNoScaling,exp_101,0.0,0.7611,0.6900000000000001,1.0,0.0,0.58,0.5,0.38,0.49,0.5,0.0,TwoStageWithin,0.3212,0.5405,1,0.0609
46,9-TwoStageMixtureNoScaling,exp_1,1.0,0.2336,0.8300000000000001,1.0,1.0,0.79,0.5,0.49,0.53,0.5,1.0,TwoStageWithin,0.3214,0.4682,1,0.6685
47,9-TwoStageMixtureNoScaling,exp_40,0.0,0.3014,0.79,0.0,1.0,0.81,0.4,0.48,0.1699999999999999,0.6,0.0,TwoStageWithin,0.1741,0.03,0,0.243
48,9-TwoStageMixtureNoScaling,exp_3,0.0,0.0549,0.8300000000000001,1.0,0.0,0.79,0.5,0.49,0.53,0.5,0.0,TwoStageWithin,0.3214,0.4682,0,0.5192
49,9-TwoStageMixtureNoScaling,exp_46,0.0,0.1319,0.79,0.0,1.0,0.81,0.6,0.48,0.1699999999999999,0.4,0.0,TwoStageWithin,0.1467,0.0138,0,0.1649
50,9-TwoStageMixtureNoScaling,exp_35,1.0,0.209,0.32,1.0,0.0,0.79,0.5,0.7,0.2,0.5,1.0,TwoStageWithin,0.2983,0.2726,1,0.5964
51,9-TwoStageMixtureNoScaling,exp_84,0.0,0.2481,0.8099999999999999,0.0,0.0,0.61,0.6,0.29,0.22,0.4,0.0,TwoStageWithin,0.2441,0.1172,0,0.2072
52,9-TwoStageMixtureNoScaling,catch_5,0.0,0.3306,0.43,1.0,1.0,0.4,0.5,0.49,0.32,0.5,0.0,TwoStageWithin,0.2886,0.2335,0,0.8111
53,9-TwoStageMixtureNoScaling,exp_15,0.0,0.1543,0.5,1.0,1.0,0.7,0.5,0.29,0.18,0.5,0.0,TwoStageWithin,0.3164,0.3881,0,0.1418
54,9-TwoStageMixtureNoScaling,catch_8,1.0,0.196,0.5,0.0,1.0,0.22,0.5,0.32,0.37,0.5,1.0,TwoStageWithin,0.2909,0.2419,1,0.5036
55,9-TwoStageMixtureNoScaling,exp_20,0.0,0.0641,0.8300000000000001,0.0,0.0,0.28,0.6,0.17,0.43,0.4,0.0,TwoStageWithin,0.3118,0.3488,0,0.2613
56,9-TwoStageMixtureNoScaling,exp_8,1.0,0.6804,0.5,0.0,1.0,0.7,0.4,0.29,0.18,0.6,1.0,TwoStageWithin,0.3199,0.4327,0,0.153
57,9-TwoStageMixtureNoScaling,exp_45,0.0,0.2092,0.79,1.0,0.0,0.81,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageWithin,0.1599,0.0206,0,0.1177
58,9-TwoStageMixtureNoScaling,exp_113,0.0,0.6253,0.79,1.0,1.0,0.49,0.5,0.22,0.42,0.5,0.0,TwoStageWithin,0.32,0.565,1,0.2751
59,9-TwoStageMixtureNoScaling,exp_9,0.0,0.1532,0.5,1.0,1.0,0.7,0.5,0.29,0.18,0.5,0.0,TwoStageWithin,0.3164,0.3881,1,0.0955
60,9-TwoStageMixtureNoScaling,catch_3,0.0,0.138,0.6799999999999999,1.0,1.0,0.19,0.5,0.38,0.58,0.5,0.0,TwoStageWithin,0.2362,0.1031,0,0.0672
61,9-TwoStageMixtureNoScaling,catch_4,0.0,0.1488,0.73,0.0,1.0,0.19,0.5,0.31,0.4,0.5,0.0,TwoStageWithin,0.2307,0.094,0,0.4144
62,9-TwoStageMixtureNoScaling,exp_10,1.0,0.1104,0.5,0.0,0.0,0.7,0.4,0.29,0.18,0.6,1.0,TwoStageWithin,0.3202,0.438,1,0.1603
63,9-TwoStageMixtureNoScaling,exp_82,0.0,0.3267,0.8099999999999999,0.0,0.0,0.61,0.4,0.29,0.22,0.6,0.0,TwoStageWithin,0.2749,0.1889,0,0.3874
64,9-TwoStageMixtureNoScaling,exp_67,0.0,0.6366,0.52,1.0,0.0,0.72,0.5,0.51,0.42,0.5,0.0,TwoStageWithin,0.3172,0.6034,1,0.3231
65,9-TwoStageMixtureNoScaling,exp_89,0.0,0.5954,0.4,1.0,1.0,0.5,0.5,0.38,0.3,0.5,0.0,TwoStageWithin,0.3216,0.477,1,0.8823
66,9-TwoStageMixtureNoScaling,exp_115,1.0,0.333,0.79,1.0,0.0,0.49,0.5,0.22,0.42,0.5,1.0,TwoStageWithin,0.32,0.565,0,0.3405
67,9-TwoStageMixtureNoScaling,exp_104,0.0,0.9722,0.3,0.0,1.0,0.78,0.4,0.4,0.21,0.6,0.0,TwoStageWithin,0.3101,0.6634,1,0.4557
68,9-TwoStageMixtureNoScaling,exp_26,1.0,0.3332,0.3,0.0,0.0,0.3,0.4,0.17,0.2,0.6,1.0,TwoStageWithin,0.3211,0.5427,1,0.3266
69,9-TwoStageMixtureNoScaling,exp_69,0.0,0.4965,0.52,1.0,0.0,0.72,0.5,0.51,0.42,0.5,0.0,TwoStageWithin,0.3172,0.6034,0,0.548
70,9-TwoStageMixtureNoScaling,exp_62,0.0,0.5212,0.62,0.0,1.0,0.41,0.6,0.21,0.18,0.4,0.0,TwoStageWithin,0.2928,0.2492,0,0.1448
71,9-TwoStageMixtureNoScaling,exp_105,1.0,0.0791,0.3,1.0,1.0,0.78,0.5,0.4,0.21,0.5,1.0,TwoStageWithin,0.3156,0.6203,0,0.092
72,9-TwoStageMixtureNoScaling,exp_77,1.0,0.1027,0.6799999999999999,1.0,0.0,0.8,0.5,0.2,0.4,0.5,1.0,TwoStageWithin,0.2245,0.9155,1,0.1513
73,9-TwoStageMixtureNoScaling,exp_95,0.0,1.1498,0.4,1.0,1.0,0.5,0.5,0.38,0.3,0.5,0.0,TwoStageWithin,0.3216,0.477,1,0.0315
74,9-TwoStageMixtureNoScaling,exp_70,0.0,0.4268,0.52,0.0,1.0,0.72,0.6,0.51,0.42,0.4,0.0,TwoStageWithin,0.3219,0.4954,0,0.3743
75,9-TwoStageMixtureNoScaling,exp_97,0.0,0.7219,0.6900000000000001,1.0,1.0,0.58,0.5,0.38,0.49,0.5,0.0,TwoStageWithin,0.3212,0.5405,0,0.1911
76,9-TwoStageMixtureNoScaling,catch_13,0.0,0.0865,0.2799999999999999,1.0,1.0,0.21,0.5,0.52,0.18,0.5,0.0,TwoStageWithin,0.2764,0.1932,1,0.2737
77,9-TwoStageMixtureNoScaling,exp_100,1.0,0.2572,0.6900000000000001,0.0,0.0,0.58,0.6,0.38,0.49,0.4,1.0,TwoStageWithin,0.3202,0.4382,1,0.0619
78,9-TwoStageMixtureNoScaling,exp_109,1.0,0.1541,0.3,1.0,0.0,0.78,0.5,0.4,0.21,0.5,1.0,TwoStageWithin,0.3156,0.6203,1,0.1581
79,9-TwoStageMixtureNoScaling,exp_85,1.0,0.195,0.8099999999999999,1.0,0.0,0.61,0.5,0.29,0.22,0.5,1.0,TwoStageWithin,0.259,0.1481,0,0.2227
80,9-TwoStageMixtureNoScaling,exp_2,0.0,0.3069,0.8300000000000001,0.0,0.0,0.79,0.4,0.49,0.53,0.6,0.0,TwoStageWithin,0.3145,0.6294,1,0.155
81,9-TwoStageMixtureNoScaling,exp_34,0.0,0.2036,0.32,0.0,0.0,0.79,0.4,0.7,0.2,0.6,0.0,TwoStageWithin,0.3093,0.3316,0,0.0807
82,9-TwoStageMixtureNoScaling,exp_56,0.0,0.1454,0.62,0.0,1.0,0.41,0.4,0.21,0.18,0.6,0.0,TwoStageWithin,0.3057,0.3099,1,0.2796
83,9-TwoStageMixtureNoScaling,exp_103,0.0,0.0928,0.6900000000000001,1.0,1.0,0.58,0.5,0.38,0.49,0.5,0.0,TwoStageWithin,0.3212,0.5405,1,0.0752
84,9-TwoStageMixtureNoScaling,exp_4,0.0,0.4763,0.8300000000000001,0.0,0.0,0.79,0.6,0.49,0.53,0.4,0.0,TwoStageWithin,0.3071,0.318,0,0.1946
85,9-TwoStageMixtureNoScaling,catch_18,0.0,0.2161,0.38,0.0,1.0,0.19,0.5,0.37,0.31,0.5,0.0,TwoStageWithin,0.2914,0.2439,0,0.3416
86,9-TwoStageMixtureNoScaling,exp_83,1.0,0.0908,0.8099999999999999,1.0,0.0,0.61,0.5,0.29,0.22,0.5,1.0,TwoStageWithin,0.259,0.1481,0,0.0985
87,9-TwoStageMixtureNoScaling,exp_48,1.0,0.1856,0.82,0.0,1.0,0.49,0.4,0.32,0.6900000000000001,0.6,1.0,TwoStageWithin,0.2735,0.8151,0,0.0743
88,9-TwoStageMixtureNoScaling,exp_16,1.0,0.1207,0.8300000000000001,0.0,1.0,0.28,0.4,0.17,0.43,0.6,1.0,TwoStageWithin,0.3203,0.4404,1,0.7499
89,9-TwoStageMixtureNoScaling,catch_15,0.0,0.2361,0.49,1.0,1.0,0.22,0.5,0.49,0.3,0.5,0.0,TwoStageWithin,0.2201,0.0782,0,0.1545
90,9-TwoStageMixtureNoScaling,catch_17,0.0,0.2681,0.3,1.0,1.0,0.4,0.5,0.68,0.22,0.5,0.0,TwoStageWithin,0.2691,0.1731,0,0.2465
91,9-TwoStageMixtureNoScaling,exp_119,1.0,0.6983,0.79,1.0,1.0,0.49,0.5,0.22,0.42,0.5,1.0,TwoStageWithin,0.32,0.565,1,0.6539
92,9-TwoStageMixtureNoScaling,exp_51,1.0,0.0911,0.82,1.0,0.0,0.49,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageWithin,0.2967,0.7346,1,0.0928
93,9-TwoStageMixtureNoScaling,exp_11,0.0,0.1675,0.5,1.0,0.0,0.7,0.5,0.29,0.18,0.5,0.0,TwoStageWithin,0.3164,0.3881,0,0.1459
94,9-TwoStageMixtureNoScaling,exp_54,1.0,0.2595,0.82,0.0,1.0,0.49,0.6,0.32,0.6900000000000001,0.4,1.0,TwoStageWithin,0.3145,0.6297,1,0.3718
95,9-TwoStageMixtureNoScaling,exp_6,0.0,0.1518,0.8300000000000001,0.0,1.0,0.79,0.6,0.49,0.53,0.4,0.0,TwoStageWithin,0.3063,0.3133,0,0.4269
96,9-TwoStageMixtureNoScaling,exp_44,0.0,0.4432,0.79,0.0,0.0,0.81,0.6,0.48,0.1699999999999999,0.4,0.0,TwoStageWithin,0.1474,0.0141,0,0.1329
97,9-TwoStageMixtureNoScaling,exp_38,0.0,0.149,0.32,0.0,1.0,0.79,0.6,0.7,0.2,0.4,0.0,TwoStageWithin,0.285,0.2207,0,0.5229
98,9-TwoStageMixtureNoScaling,exp_66,1.0,0.3332,0.52,0.0,0.0,0.72,0.4,0.51,0.42,0.6,1.0,TwoStageWithin,0.3035,0.7021,1,0.2934
99,9-TwoStageMixtureNoScaling,exp_75,1.0,0.0657,0.6799999999999999,1.0,0.0,0.8,0.5,0.2,0.4,0.5,1.0,TwoStageWithin,0.2245,0.9155,1,0.157
100,9-TwoStageMixtureNoScaling,catch_12,0.0,0.2729,0.6,0.0,1.0,0.23,0.5,0.47,0.5,0.5,0.0,TwoStageWithin,0.2228,0.0819,0,0.5478
101,9-TwoStageMixtureNoScaling,catch_19,0.0,0.0948,0.48,1.0,1.0,0.48,0.5,0.59,0.31,0.5,0.0,TwoStageWithin,0.2473,0.1234,0,0.1338
102,9-TwoStageMixtureNoScaling,exp_12,1.0,0.1632,0.5,0.0,0.0,0.7,0.6,0.29,0.18,0.4,1.0,TwoStageWithin,0.3113,0.3453,1,0.1134
103,9-TwoStageMixtureNoScaling,exp_31,1.0,1.3409,0.3,1.0,1.0,0.3,0.5,0.17,0.2,0.5,1.0,TwoStageWithin,0.3217,0.5207,0,0.2798
104,9-TwoStageMixtureNoScaling,exp_39,0.0,0.3214,0.32,1.0,1.0,0.79,0.5,0.7,0.2,0.5,0.0,TwoStageWithin,0.2983,0.2726,0,0.364
105,9-TwoStageMixtureNoScaling,exp_118,0.0,0.1325,0.79,0.0,1.0,0.49,0.6,0.22,0.42,0.4,0.0,TwoStageWithin,0.3218,0.4897,1,0.1865
106,9-TwoStageMixtureNoScaling,exp_5,0.0,0.9572,0.8300000000000001,1.0,0.0,0.79,0.5,0.49,0.53,0.5,0.0,TwoStageWithin,0.3214,0.4682,1,0.0854
107,9-TwoStageMixtureNoScaling,exp_112,0.0,0.4668,0.79,0.0,1.0,0.49,0.4,0.22,0.42,0.6,0.0,TwoStageWithin,0.3142,0.6324,0,0.234
108,9-TwoStageMixtureNoScaling,exp_111,0.0,0.1464,0.3,1.0,1.0,0.78,0.5,0.4,0.21,0.5,0.0,TwoStageWithin,0.3156,0.6203,1,0.8598
109,9-TwoStageMixtureNoScaling,exp_110,0.0,0.6283,0.3,0.0,1.0,0.78,0.6,0.4,0.21,0.4,0.0,TwoStageWithin,0.3198,0.5698,0,0.5922
110,9-TwoStageMixtureNoScaling,exp_28,0.0,1.0675,0.3,0.0,0.0,0.3,0.6,0.17,0.2,0.4,0.0,TwoStageWithin,0.3219,0.5041,1,0.5057
111,9-TwoStageMixtureNoScaling,exp_32,0.0,0.338,0.32,0.0,1.0,0.79,0.4,0.7,0.2,0.6,0.0,TwoStageWithin,0.3086,0.3269,0,0.2751
112,9-TwoStageMixtureNoScaling,exp_0,1.0,0.4737,0.8300000000000001,0.0,1.0,0.79,0.4,0.49,0.53,0.6,1.0,TwoStageWithin,0.3151,0.6244,1,0.0744
113,9-TwoStageMixtureNoScaling,exp_17,0.0,0.7656,0.8300000000000001,1.0,1.0,0.28,0.5,0.17,0.43,0.5,0.0,TwoStageWithin,0.317,0.3937,0,0.2092
114,9-TwoStageMixtureNoScaling,exp_76,0.0,0.495,0.6799999999999999,0.0,0.0,0.8,0.6,0.2,0.4,0.4,0.0,TwoStageWithin,0.2424,0.886,1,0.1066
115,9-TwoStageMixtureNoScaling,exp_93,0.0,0.3795,0.4,1.0,0.0,0.5,0.5,0.38,0.3,0.5,0.0,TwoStageWithin,0.3216,0.477,0,0.1938
116,9-TwoStageMixtureNoScaling,exp_71,0.0,0.1238,0.52,1.0,1.0,0.72,0.5,0.51,0.42,0.5,0.0,TwoStageWithin,0.3172,0.6034,1,0.3334
117,9-TwoStageMixtureNoScaling,exp_41,0.0,0.0465,0.79,1.0,1.0,0.81,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageWithin,0.1599,0.0206,0,0.4094
118,9-TwoStageMixtureNoScaling,exp_49,1.0,0.2411,0.82,1.0,1.0,0.49,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageWithin,0.2967,0.7346,1,0.3786
119,9-TwoStageMixtureNoScaling,exp_79,1.0,0.2159,0.6799999999999999,1.0,1.0,0.8,0.5,0.2,0.4,0.5,1.0,TwoStageWithin,0.2245,0.9155,1,0.1916
120,9-TwoStageMixtureNoScaling,exp_24,1.0,0.0917,0.3,0.0,1.0,0.3,0.4,0.17,0.2,0.6,1.0,TwoStageWithin,0.3213,0.5374,0,0.1258
121,9-TwoStageMixtureNoScaling,exp_81,0.0,0.1657,0.8099999999999999,1.0,1.0,0.61,0.5,0.29,0.22,0.5,0.0,TwoStageWithin,0.259,0.1481,0,0.5419
122,9-TwoStageMixtureNoScaling,exp_65,0.0,0.5854,0.52,1.0,1.0,0.72,0.5,0.51,0.42,0.5,0.0,TwoStageWithin,0.3172,0.6034,1,0.5439
123,9-TwoStageMixtureNoScaling,exp_55,1.0,0.0746,0.82,1.0,1.0,0.49,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageWithin,0.2967,0.7346,1,0.1569
124,9-TwoStageMixtureNoScaling,exp_63,0.0,0.5114,0.62,1.0,1.0,0.41,0.5,0.21,0.18,0.5,0.0,TwoStageWithin,0.3,0.2807,0,0.2595
125,9-TwoStageMixtureNoScaling,exp_33,0.0,0.2433,0.32,1.0,1.0,0.79,0.5,0.7,0.2,0.5,0.0,TwoStageWithin,0.2983,0.2726,0,0.0504
126,9-TwoStageMixtureNoScaling,exp_86,0.0,0.1068,0.8099999999999999,0.0,1.0,0.61,0.6,0.29,0.22,0.4,0.0,TwoStageWithin,0.2429,0.115,0,0.2139
127,9-TwoStageMixtureNoScaling,exp_92,0.0,0.3516,0.4,0.0,0.0,0.5,0.6,0.38,0.3,0.4,0.0,TwoStageWithin,0.3195,0.4253,1,0.0664
128,9-TwoStageMixtureNoScaling,catch_10,0.0,0.1605,0.32,0.0,1.0,0.31,0.5,0.51,0.1699999999999999,0.5,0.0,TwoStageWithin,0.2714,0.1793,0,0.7709
129,9-TwoStageMixtureNoScaling,exp_7,0.0,0.3411,0.8300000000000001,1.0,1.0,0.79,0.5,0.49,0.53,0.5,0.0,TwoStageWithin,0.3214,0.4682,1,0.3889
130,9-TwoStageMixtureNoScaling,exp_21,1.0,0.307,0.8300000000000001,1.0,0.0,0.28,0.5,0.17,0.43,0.5,1.0,TwoStageWithin,0.317,0.3937,0,0.4027
131,9-TwoStageMixtureNoScaling,catch_16,0.0,0.2534,0.78,0.0,1.0,0.32,0.5,0.37,0.6799999999999999,0.5,0.0,TwoStageWithin,0.293,0.25,0,0.0809
132,9-TwoStageMixtureNoScaling,exp_87,0.0,0.0658,0.8099999999999999,1.0,1.0,0.61,0.5,0.29,0.22,0.5,0.0,TwoStageWithin,0.259,0.1481,0,0.5834
133,9-TwoStageMixtureNoScaling,exp_61,1.0,0.4903,0.62,1.0,0.0,0.41,0.5,0.21,0.18,0.5,1.0,TwoStageWithin,0.3,0.2807,0,0.175
134,9-TwoStageMixtureNoScaling,exp_13,0.0,0.1233,0.5,1.0,0.0,0.7,0.5,0.29,0.18,0.5,0.0,TwoStageWithin,0.3164,0.3881,0,0.2681
135,9-TwoStageMixtureNoScaling,catch_11,0.0,0.064,0.5,1.0,1.0,0.18,0.5,0.58,0.1699999999999999,0.5,0.0,TwoStageWithin,0.1671,0.0251,0,0.1357
136,9-TwoStageMixtureNoScaling,catch_14,0.0,0.4013,0.79,0.0,1.0,0.22,0.5,0.28,0.41,0.5,0.0,TwoStageWithin,0.2438,0.1166,0,0.1003
137,9-TwoStageMixtureNoScaling,exp_72,1.0,0.4532,0.6799999999999999,0.0,1.0,0.8,0.4,0.2,0.4,0.6,1.0,TwoStageWithin,0.2076,0.938,1,0.1523
138,9-TwoStageMixtureNoScaling,exp_14,1.0,0.1797,0.5,0.0,1.0,0.7,0.6,0.29,0.18,0.4,1.0,TwoStageWithin,0.3106,0.3405,1,0.1432
